autor,g.r.,mesto,razred,škola,mesto š.,prog,A5,god,naslov,link
Filipić Tatjana,1988,Beograd,četvrti,"Škola za mašinstvo i umetničke zanate ""Tehnoart""",Beograd,AHL,7,2007,Tipološka i funkcionalna analiza srednjevekovnih lula sa lokaliteta Šabačka tvrđava,pdf/2007/z07-301_ahl5.pdf
Đukić Efterpi,1988,Beograd,četvrti,"Škola za mašinstvo i umetničke zanate ""Tehnoart""",Beograd,AHL,7,2007,Tipološka i funkcionalna analiza srednjevekovnih lula sa lokaliteta Šabačka tvrđava,pdf/2007/z07-301_ahl5.pdf
Radišić Teodora,1990,Novi Sad,drugi,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,AHL,7,2007,Srednjovekovni stakleni predmeti sa lokaliteta Šabačka tvrđava,pdf/2007/z07-301_ahl6.pdf
Moldvai Nina,1991,Novi Sad,prvi,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,AHL,7,2007,Srednjovekovni stakleni predmeti sa lokaliteta Šabačka tvrđava,pdf/2007/z07-301_ahl6.pdf
Pavlović Tamara,1989,Pančevo,treći,"Gimnazija ""Uroš Predić""",Pančevo,AHL,5,2007,Episkopska crkva na lokalitetu Brangović,pdf/2007/z07-301_ahl7.pdf
Gajić Aleksandar,1988,Popinci,četvrti,"Gimnazija ""Branko Radičević""",Stara Pazova,AHL,5,2007,Episkopska crkva na lokalitetu Brangović,pdf/2007/z07-301_ahl7.pdf
Vukašinović Milan,1989,Leskovac,treći,Gimnazija,Leskovac,IST,7,2007,Analiza repertoara leskovačkih bioskopa 1933-1937. godine,pdf/2007/z07-302_is1.pdf
Jovanović Čarna,1990,Smederevo,drugi,Gimnazija,Smederevo,IST,7,2007,Omladinska strana Gročanskih novina,pdf/2007/z07-302_is2.pdf
Vukašinović Milan,1989,Leskovac,treći,Gimnazija,Leskovac,IST,7,2007,Omladinska strana Gročanskih novina,pdf/2007/z07-302_is2.pdf
Živančević Milan,1990,Smederevo,drugi,Gimnazija,Smederevo,IST,7,2007,Omladinska strana Gročanskih novina,pdf/2007/z07-302_is2.pdf
Pešić Uroš,1990,Ljubovija,drugi,"Gimnazija ""Vuk Karadžić""",Ljubovija,IST,7,2007,Omladinska strana Gročanskih novina,pdf/2007/z07-302_is2.pdf
Miljković Vanja,1988,Majdanpek,četvrti,"Gimnazija ""Mile Arsenijević Bandera""",Majdanpek,LIN,15,2007,Karakteristike jezika četa,pdf/2007/z07-303_ln1.pdf
Ristić Biljana,1990,Vlasotince,drugi,"Gimnazija ""Stevan Jakovljević""",Vlasotince,LIN,13,2007,Svadbena leksika na području svrljiško-zaplanjskog govornog tipa prizrensko-timočkog dijalekta,pdf/2007/z07-303_ln2.pdf
Ristić Biljana,1991,Vlasotince,drugi,"Gimnazija ""Stevan Jakovljević""",Vlasotince,LIN,14,2007,Prilog: Leksikon svadbenik termina na području svrljiško-zaplanjskog govornog tipa prizrensko-timočkog dijalekta,pdf/2007/z07-303_ln2a.pdf
Kovač Aniko,1990,Zrenjanin,drugi,Gimnazija,Zrenjanin,LIN,6,2007,Upotreba srpskog jezika kod mađarsko-srpskih bilingvala:analiza grešaka u pismenim radovima učenika,pdf/2007/z07-303_ln3.pdf
Košprdić Miloš,1988,Irig,četvrti,"Gimnazija ""Isidora Sekulić""",Novi Sad,LIN,5,2007,Načini građenja množine imenica druge deklinacije koje se proširuju infiksom -t,pdf/2007/z07-303_ln4.pdf
Ristić Bojana,1990,Bačka Palanka,drugi,Gimnazija 20. oktobar,Bačka Palanka,LIN,5,2007,Grafičke modifikacije reči na četu i forumu,pdf/2007/z07-303_ln5.pdf
Begović Dunja,1991,Beograd,prvi,VI beogradska gimnazija,Beograd,LIN,5,2007,Grafičke modifikacije reči na četu i forumu,pdf/2007/z07-303_ln5.pdf
Novaković Sara,1990,Priboj,drugi,Gimnazija,Priboj,LIN,6,2007,Odlike srpskih hrematonima u funkciji reklame,pdf/2007/z07-303_ln6.pdf
Parandilović Nađa,1990,Priboj,drugi,Gimnazija,Priboj,LIN,6,2007,Odlike srpskih hrematonima u funkciji reklame,pdf/2007/z07-303_ln6.pdf
Nenadić Filip,1990,Petrovaradin,drugi,Karlovačka gimnazija,Sremski Karlovci,PSH,5,2007,Uticaj međusobne udaljenosti između stubića grafikona na čitljivost stubičlastih grafikona,pdf/2007/z07-304_ps1.pdf
Apić Ognjen,1989,Sremska Mitrovica,četvrti,"Gimnazija ""Ivo Lola Ribar""",Sremska Mitrovica,PSH,5,2007,Uticaj međusobne udaljenosti između stubića grafikona na čitljivost stubičlastih grafikona,pdf/2007/z07-304_ps1.pdf
Trutin Dunja,1991,Beograd,prvi,III beogradska gimnazija,Beograd,PSH,4,2007,"Kako vidim sebe, kako vidim tebe",pdf/2007/z07-304_ps2.pdf
Lazić Jelena,1991,Beograd,prvi,"Gimnazija ""Crnjanski""",Beograd,PSH,4,2007,"Kako vidim sebe, kako vidim tebe",pdf/2007/z07-304_ps2.pdf
Pejović Jovana,1989,Apatin,četvrti,"Gimnazija ""Nikola Tesla""",Apatin,PSH,4,2007,Uticaj muzike na uspešnost rezonovanja,pdf/2007/z07-304_ps3.pdf
Vermezović Ana,1988,Užice,četvrti,Gimnazija,Užice,PSH,4,2007,Povezanost self-koncepta adolescenata i njihove procene o tome kako ih vide roditelji,pdf/2007/z07-304_ps4.pdf
Papulić Ivana,1988,Beograd,četvrti,Matematička gimnazija,Beograd,PSH,4,2007,Povezanost self-koncepta adolescenata i njihove procene o tome kako ih vide roditelji,pdf/2007/z07-304_ps4.pdf
Nikolovski Srđan,1989,Pančevo,treći,Medicinska škola,Pančevo,PSH,4,2007,Uticaj konteksta grupe na ocenjivanje znanja,pdf/2007/z07-304_ps5.pdf
Sučević Jelena,1989,Stara Pazova,treći,"Gimnazija ""Branko Radičević""",Stara Pazova,PSH,7,2007,Uticaj teme i stila na procenu denotativnog značenja slika,pdf/2007/z07-304_ps6.pdf
Duvnjak Sanja,1989,Bačka Palanka,treći,Gimnazija 20. oktobar,Bačka Palanka,PSH,7,2007,Uticaj teme i stila na procenu denotativnog značenja slika,pdf/2007/z07-304_ps6.pdf
Marić Tamara,1989,Leskovac,treći,Gimnazija,Leskovac,PSH,6,2007,Estetska dimenzija optičkih iluzija,pdf/2007/z07-304_ps7.pdf
Danić Bogdan,1990,Kruševac,treći,Gimnazija,Kruševac,PSH,6,2007,Estetska dimenzija optičkih iluzija,pdf/2007/z07-304_ps7.pdf
Grahek Ivan,1991,Beograd,prvi,III beogradska gimnazija,Beograd,PSH,8,2007,Dostupnost vizuelnih informacija i anizotropija opaženog prostora,pdf/2007/z07-304_ps8.pdf
Žunac Stefan,1990,Pančevo,drugi,"ETŠ ""Nikola Tesla""",Pančevo,PSH,8,2007,Dostupnost vizuelnih informacija i anizotropija opaženog prostora,pdf/2007/z07-304_ps8.pdf
Jovanović Ljubica,1990,Paraćin,drugi,Gimnazija,Paraćin,PSH,8,2007,Dostupnost vizuelnih informacija i anizotropija opaženog prostora,pdf/2007/z07-304_ps8.pdf
Simić Selena,1989,Niš,treći,Medicinska škola,Niš,PSH,6,2007,Uticaj konteksta na pamćenje reklama,pdf/2007/z07-304_ps9.pdf
Rat Sara,1990,Novi Sad,drugi,"Gimnazija ""Isidora Sekulić""",Novi Sad,PSH,6,2007,Uticaj konteksta na pamćenje reklama,pdf/2007/z07-304_ps9.pdf
Minić Marija,1988,Kruševac,drugi,Gimnazija,Kruševac,PSH,5,2007,Uticaj emocionalnosti i osetljivosti kože na golicljivost,pdf/2007/z07-304_ps910.pdf
Milanović Dušan,1989,Kruševac,treći,Gimnazija,Kruševac,PSH,5,2007,Uticaj emocionalnosti i osetljivosti kože na golicljivost,pdf/2007/z07-304_ps910.pdf
Vukelić Nina,1989,Bačka Topola,treći,"Gimnazija ""Dositej Obradović""",Bačka Topola,PSH,5,2007,Uticaj emocionalnosti i osetljivosti kože na golicljivost,pdf/2007/z07-304_ps910.pdf
Trkulja Marija,1987,Beograd,četvrti,XIII beogradska gimnazija,Beograd,PSH,1,2007,Uticaj tekstualnih markera na pamćenje sadržaja teksta,pdf/2007/z07-304_ps911.pdf
Rujević Goran,1988,Novi Sad,četvrti,Medicinska škola,Novi Sad,PSH,1,2007,Uticaj tekstualnih markera na pamćenje sadržaja teksta,pdf/2007/z07-304_ps911.pdf
Milić Milica,,Valjevo,treći,Valjevska gimnazija,Valjevo,ANT,7,2007,Analiza proizvodnje elemenata kulturnog kapitala među valjevskim gimnazijalcima,pdf/2007/z07-305_ska1.pdf
Žugić Jasna,1989,Bačka Topola,treći,"Gimnazija ""Dositej Obradović""",Bačka Topola,ANT,5,2007,Analiza prostornog ponašanja u kafiću Gradska kafana u Bačkoj Topoli,pdf/2007/z07-305_ska2.pdf
Radojević Dimitrije,1989,Užice,treći,Gimnazija,Užice,AST,15,2008,Korelacija prostorne distribucije i starosti YSO-a u okolini FIR petlje GIRL G212-11,pdf/2008/z08-012_111ast08_11.pdf
Đorđević Nikola,1989,Ribarska Banja,četvrti,Gimnazija,Kruševac,AST,11,2008,Starosni profil mlade zvezdane asocijacije,pdf/2008/z08-012_111ast08_12.pdf
Savić Kristina,1989,Čurug,četvrti,Gimnazija,Bečej,AST,11,2008,Starosni profil mlade zvezdane asocijacije,pdf/2008/z08-012_111ast08_12.pdf
Vojvodić Nemanja,1989,Beograd,četvrti,"Škola za mašinstvo i umetničke zanate ""Tehnoart""",Beograd,AST,6,2008,Modelovanje tesnog dvojnog sistema DM Delphini,pdf/2008/z08-012_111ast08_13.pdf
Marković Danijela,1990,Beograd,treći,I beogradska gimnazija,Beograd,AST,6,2008,Modelovanje tesnog dvojnog sistema DM Delphini,pdf/2008/z08-012_111ast08_13.pdf
Dimić Aleksandra,1991,Beograd,drugi,Matematička gimnazija,Beograd,AST,5,2008,Određivanje fizičkih parametara asteroida Ariadne 43 fotometrijskom metodom,pdf/2008/z08-013_111ast08_21.pdf
Uzelac Nemanja,1990,Zrenjanin,treći,Gimnazija,Zrenjanin,AST,5,2008,Određivanje fizičkih parametara asteroida Ariadne 43 fotometrijskom metodom,pdf/2008/z08-013_111ast08_21.pdf
Đorđević Branko,1989,Niš,četvrti,"Gimnazija ""Svetozar Marković""",Niš,AST,6,2008,Dinamička stabilnost nastanjive zone u dvojnom sistemu TW Cnc,pdf/2008/z08-013_111ast08_22.pdf
Milovanović Slobodan,1989,Valjevo,četvrti,Valjevska gimnazija,Valjevo,AST,5,2008,Analiza svetlosnog zagađenja u Istraživačkoj stanici Petnica,pdf/2008/z08-013_111ast08_23.pdf
Beriša Stefan,1991,Beograd,treći,Matematička gimnazija,Beograd,AST,4,2008,Određivanje koeficijenta atmosferske ekstinkcije,pdf/2008/z08-013_111ast08_24.pdf
Milošević Mina,1990,Vrnjačka Banja,treći,Gimnazija,Vrnjačka Banja,AST,4,2008,Određivanje koeficijenta atmosferske ekstinkcije,pdf/2008/z08-013_111ast08_24.pdf
Katić Juliana,1989,Novi Sad,četvrti,"Gimnazija ""Isidora Sekulić""",Novi Sad,AST,4,2008,Određivanje Mesečevih libracija,pdf/2008/z08-013_111ast08_25.pdf
Mihajlović Jelena,1989,Novi Sad,četvrti,"Gimnazija ""Isidora Sekulić""",Novi Sad,AST,4,2008,Određivanje Mesečevih libracija,pdf/2008/z08-013_111ast08_25.pdf
Dašić Miljan,1990,Paraćin,treći,Gimnazija,Paraćin,FIZ,10,2008,Simetrična i asimetrična iterirana zatvorenikova dilema,pdf/2008/z08-015_121fiz08_21.pdf
Janković Marija,1991,Beograd,drugi,Računarska gimnazija,Beograd,FIZ,10,2008,Simetrična i asimetrična iterirana zatvorenikova dilema,pdf/2008/z08-015_121fiz08_21.pdf
Petrović Vladimir,1991,Požega,drugi,"Gimnazija ""Sveti Sava""",Požega,FIZ,7,2008,Ispitivanje osobina nenjutnovskog fluida napravljenog od skroba i vode,pdf/2008/z08-015_121fiz08_22.pdf
Milijančević Dušan,1991,Šabac,treći,Matematička gimnazija,Beograd,MAT,8,2008,Primena polinoma na ograničavanje kardinalnosti zbira skupova u Z/pZ,pdf/2008/z08-017_131mat08_11.pdf
Cekić Mihajlo,1991,Beograd,treći,Matematička gimnazija,Beograd,MAT,8,2008,Primena polinoma na ograničavanje kardinalnosti zbira skupova u Z/pZ,pdf/2008/z08-017_131mat08_11.pdf
Stanojević Marija,1991,Niš,treći,"Gimnazija ""Svetozar Marković""",Niš,MAT,11,2008,Određivanje konfiguracija kružnica koristeći prostor Minkovskog,pdf/2008/z08-018_131mat08_21.pdf
Perović Jovana,1992,Kraljevo,prvi,Gimnazija,Kraljevo,MAT,13,2008,Geometrija masa,pdf/2008/z08-018_131mat08_22.pdf
Krmar Jelena,1990,Ruma,treći,Gimnazija,Ruma,MAT,13,2008,Geometrija masa,pdf/2008/z08-018_131mat08_22.pdf
Oklapi Erna,1989,Novi Pazar,četvrti,Gimnazija,Novi Pazar,MAT,8,2008,Određivanje i primena sopstvenih vrednosti,pdf/2008/z08-018_131mat08_23.pdf
Numanović Sanela,1990,Žabare (Kruševac),treći,Gimnazija,Kruševac,MAT,8,2008,Određivanje i primena sopstvenih vrednosti,pdf/2008/z08-018_131mat08_23.pdf
Savić Marko,1989,Maglić,četvrti,"ETŠ ""Mihajlo Pupin""",Novi Sad,ELE,4,2008,Merenje razdaljine i brzine ultrazvukom,pdf/2008/z08-020_141ele08_21.pdf
Andrić Gavrilo,1991,Valjevo,drugi,Valjevska gimnazija,Valjevo,ELE,4,2008,Merenje razdaljine i brzine ultrazvukom,pdf/2008/z08-020_141ele08_21.pdf
Lekić Aleksandra,1989,Obrenovac,četvrti,Gimnazija,Obrenovac,ELE,3,2008,Simulacija za računanje kapacitivnosti fraktalnog kondenzatora,pdf/2008/z08-020_141ele08_22.pdf
Milutinović Nenad,1989,Beograd,četvrti,Matematička gimnazija,Beograd,ELE,3,2008,Simulacija za računanje kapacitivnosti fraktalnog kondenzatora,pdf/2008/z08-020_141ele08_22.pdf
Filipović Ivan,1992,Valjevo,drugi,Valjevska gimnazija,Valjevo,ELE,3,2008,Simulacija automatskog pozicioniranja bristlebota u pokretu,pdf/2008/z08-020_141ele08_23.pdf
Đelekar Srđan,1992,Bresno Polje (Kruševac),drugi,Gimnazija,Kruševac,ELE,3,2008,Simulacija automatskog pozicioniranja bristlebota u pokretu,pdf/2008/z08-020_141ele08_23.pdf
Todorović Danka,1990,Istočno Sarajevo (BIH),treći,Gimnazija i SSŠ,Istočna Ilidža (BIH),ELE,1,2008,Ispitivanje preciznosti praćenja objekta pomoću IC kamere,pdf/2008/z08-020_141ele08_24.pdf
Ignjatović Milica,1990,Smederevska Palanka,treći,Gimnazija,Smederevska Palanka,ELE,1,2008,Ispitivanje preciznosti praćenja objekta pomoću IC kamere,pdf/2008/z08-020_141ele08_24.pdf
Marić Nikola,1990,Valjevo,treći,Valjevska gimnazija,Valjevo,RAČ,5,2008,Simulacija igre tablić,pdf/2008/z08-022_rac08_21.pdf
Živković Filip,1991,Beograd,treći,Računarska gimnazija,Beograd,RAČ,4,2008,Implementacija alata za rad sa bazama podataka u Matlabu,pdf/2008/z08-022_rac08_22.pdf
Šviković Saša,1990,Kostolac,treći,Gimnazija,Požarevac,BIO,20,2008,Fauna i ekologija ptica okoline Petnice,pdf/2008/z08-026_211bio_11.pdf
Nikolić Stefan,1991,Novi Sad,drugi,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,BIO,20,2008,Fauna i ekologija ptica okoline Petnice,pdf/2008/z08-026_211bio_11.pdf
Papić Ana,1992,Mačvanska Mitrovica,prvi,Gimnazija,Sremska Mitrovica,BIO,20,2008,Fauna i ekologija ptica okoline Petnice,pdf/2008/z08-026_211bio_11.pdf
Spasojević Tamara,1990,Grabovac (Svilajnac),treći,"Srednja škola ""Svilajnac""",Svilajnac,BIO,8,2008,"Parametri rasta i starosna struktura u populaciji gavčice (Rhodeus sericeus, Cyprinidae) u vodotoku Pocibrava",pdf/2008/z08-026_211bio_12.pdf
Biočanin Marjan,1991,Beograd,treći,XIII beogradska gimnazija,Beograd,BIO,6,2008,Uticaj olova i nikla na brojnost i rast gram pozitivnih i gram negativnih bakterija,pdf/2008/z08-026_211bio_13.pdf
Gajić Marija,1990,Beograd,treći,III beogradska gimnazija,Beograd,BIO,5,2008,"Bioakumulacija teških metala u lobanjama Apodemus agrarius (Muridae, Rodentia) pri uslovima različite zagađenosti životne sredine",pdf/2008/z08-027_211bio08_21.pdf
Marković Milica,1990,Beograd,treći,III beogradska gimnazija,Beograd,BIO,5,2008,"Bioakumulacija teških metala u lobanjama Apodemus agrarius (Muridae, Rodentia) pri uslovima različite zagađenosti životne sredine",pdf/2008/z08-027_211bio08_21.pdf
Kovačević Aleksandar,1991,Inđija,četvrti,Gimnazija,Inđija,BIO,3,2008,Razlike u reproduktivnom ulaganju u populaciji žabe Rana ridibunda na Petničkom jezeru,pdf/2008/z08-027_211bio08_22.pdf
Zorić Nina,1989,Novi Sad,četvrti,"Gimnazija ""Isidora Sekulić""",Novi Sad,BIO,4,2008,Uticaj pesticida na razvojnu stabilnost i odnos polova kod vrste Drosophila melanogaster,pdf/2008/z08-027_211bio08_23.pdf
Jovanović Vera,1992,Čačak,prvi,Gimnazija,Čačak,BIO,3,2008,Uticaj kiselih kiša i povećanje koncentracije mineralnih materija na rast Azotobacter,pdf/2008/z08-027_211bio08_24.pdf
Radosavljević Jovana,1991,Smederevo,drugi,"TTPŠ ""Despot Đurađ""",Smederevo,GLG,2,2008,Kvalitet vode arteskog bunara Živa voda kod Smedereva,pdf/2008/z08-029_221glg08_21.pdf
Irić Katarina,1990,Beograd,treći,III beogradska gimnazija,,GLG,3,2008,Uticaj padavina na kvalitet vode Miljačkovačkog izvora,pdf/2008/z08-029_221glg08_22.pdf
Knežević Milica,1991,Prokuplje,drugi,Gimnazija,Prokuplje,GLG,3,2008,Utrošak kalijum-permanganata i koncentracija nitrata u vodi vodotoka Zavojšnica,pdf/2008/z08-029_221glg08_23.pdf
Ilić Marija,1990,Pirot,treći,Gimnazija,Pirot,GLG,4,2008,Promena kvaliteta vode reke Nišave kod Pirota,pdf/2008/z08-029_221glg08_24.pdf
Kuvekalović Milan,1990,Čačak,četvrti,Gimnazija,Čačak,GLG,3,2008,Uticaj otpadnih voda industrijske zone Čačka na kvalitet vode Zapadne Morave,pdf/2008/z08-029_221glg08_25.pdf
Vukojičić Petar,1991,Niš,treći,"Gimnazija ""Bora Stanković""",Niš,HEM,10,2008,Ispitivanje uticaja različitih amina i temperature na razgranatost lanca i stepen umreženja epoksidne smole,pdf/2008/z08-031_231hem08_11.pdf
Pešić Mladen,1989,Niš,četvrti,"Gimnazija ""Bora Stanković""",Niš,HEM,10,2008,Ispitivanje uticaja različitih amina i temperature na razgranatost lanca i stepen umreženja epoksidne smole,pdf/2008/z08-031_231hem08_11.pdf
Jeremić Rada,1990,Priboj,treći,Gimnazija,Priboj,HEM,11,2008,"Ispitivanje reakcije kompleksa [AuCl4]- sa aminokiselinama L-metioninom, L-cisteinom, S-karboksimetil-L-cisteinom i glutationom",pdf/2008/z08-031_231hem08_12.pdf
Prlina Igor,1990,Zemun,treći,Gimnazija,Zemun,HEM,12,2008,Optimizacija rastvarača za elektrohemijsko određivanje koncentracije medazepama pri različitim pH vrednostima,pdf/2008/z08-031_231hem08_13.pdf
Slijepčević Irena,1990,Čačak,treći,Gimnazija,Čačak,HEM,11,2008,Ispitivanje katalitičke aktivnosti teških metala i uticaja ultrazvuka na elektrohemijsku oksidaciju metanske kiseline na Pt/Ru02 elektrodama,pdf/2008/z08-031_231hem08_14.pdf
Lijeskić Nikola,1990,Čačak,četvrti,Medicinska škola,Čačak,HEM,11,2008,Ispitivanje katalitičke aktivnosti teških metala i uticaja ultrazvuka na elektrohemijsku oksidaciju metanske kiseline na Pt/Ru02 elektrodama,pdf/2008/z08-031_231hem08_14.pdf
Paunović Vladimir,1989,Užice,četvrti,Medicinska škola,Užice,HEM,5,2008,Nitrovanje anilina pomoću natrijum-nitrita (NaN02) ili cirkonil-nitrata (ZrO(NO3)2) u prisustvu kiselog heterogenog katalizatora,pdf/2008/z08-032_231hem08_21.pdf
Ružić Dušan,1990,Atenica,treći,Gimnazija,Čačak,HEM,4,2008,Uticaj metalnih jona i natrijum-dodecilsulfata na biuretsku reakciju,pdf/2008/z08-032_231hem08_22.pdf
Vančevska Aleksandra,1990,Svilajnac,treći,"Srednja škola ""Svilajnac""",,BMD,8,2008,Inhibitorno dejstvo flavonola na indukovanu slobodno-radikalsku hemolizu eritrocita pacova,pdf/2008/z08-034_241mbm08_11.pdf
Đokić Milica,1991,Leskovac,drugi,Medicinska škola,Leskovac,BMD,6,2008,Ispitivanje aktivnosti i karakterizacija haloperoksidaze iz gljive Postia caesia,pdf/2008/z08-034_241mbm08_12.pdf
N. Milićević Đorđe,1990,Beograd,treći,VI beogradska gimnazija,Beograd,BMD,4,2008,Određivanje substratne specifičnosti i ispitivanje prinosa reakcija sinteze mirisnih estara esterifikacijom Pseudomonas aeruginosa san ai lipazom,pdf/2008/z08-035_241mbm08_21.pdf
Nikolovski Srđan,1989,Pančevo,četvrti,Medicinska škola,Pančevo,BMD,3,2008,Ispitivnje antidotnog dejstva tanina pri trovanju alkaloidima,pdf/2008/z08-035_241mbm08_22.pdf
Marković Milan,1989,Zemun,četvrti,Zemunska gimnazija,Zemun,AHL,12,2008,Predstave vladarki na srpskom srednjovekovnom novcu,pdf/2008/z08-039_311ahl08_11.pdf
Pavlović Tamara,1989,Pančevo,četvrti,Gimnazija,Pančevo,AHL,12,2008,Predstave vladarki na srpskom srednjovekovnom novcu,pdf/2008/z08-039_311ahl08_11.pdf
Mučibabić Mihailo,1990,Beograd,treći,V beogradska gimnazija,Beograd,AHL,11,2008,Najstarija tvrđava u Šapcu iz XV veka,pdf/2008/z08-039_311ahl08_12.pdf
Glavonjić Stefan,1991,Zemun,drugi,III beogradska gimnazija,Beograd,AHL,11,2008,Najstarija tvrđava u Šapcu iz XV veka,pdf/2008/z08-039_311ahl08_12.pdf
Jovanović Milena,1992,Niš,prvi,"Gimnazija ""Bora Stanković""",Niš,AHL,6,2008,Uporedna analiza geomagnetnog snimka sa realnim stanjem na terenu na lokalitetu Crkvine – Mali Borak,pdf/2008/z08-040_311ahl08_21.pdf
Momčilović Miloš,1990,Niš,treći,"Gimnazija ""Svetozar Marković""",Niš,AHL,6,2008,Uporedna analiza geomagnetnog snimka sa realnim stanjem na terenu na lokalitetu Crkvine – Mali Borak,pdf/2008/z08-040_311ahl08_21.pdf
Marjanović Marija,1990,Beograd,treći,Filološka gimnazija,Beograd,AHL,7,2008,Analiza neolitske stambene arhitekture sa lokaliteta Crkvine – Malo Borak,pdf/2008/z08-040_311ahl08_22.pdf
Kostić Milana,1992,Zrenjanin,drugi,Gimnazija,Zrenjanin,AHL,7,2008,Analiza neolitske stambene arhitekture sa lokaliteta Crkvine – Malo Borak,pdf/2008/z08-040_311ahl08_22.pdf
Milenković Milena,1990,Paraćin,treći,Gimnazija,Paraćin,AHL,11,2008,Analiza keramičkog materijala neolitskih jama sa lepom i plastikom sa lokaliteta Crkvine – Mali Borak,pdf/2008/z08-040_311ahl08_23.pdf
Arsenijević Jelena,1990,Obrenovac,treći,Gimnazija,Obrenovac,AHL,11,2008,Analiza keramičkog materijala neolitskih jama sa lepom i plastikom sa lokaliteta Crkvine – Mali Borak,pdf/2008/z08-040_311ahl08_23.pdf
Plavšić Senka,1991,Leskovac,drugi,Gimnazija,Leskovac,AHL,6,2008,Analiza antičke keramike iz Bogatića,pdf/2008/z08-040_311ahl08_24.pdf
Simić Milena,1992,Novi Sad,prvi,"Gimnazija ""Svetozar Marković""",Novi Sad,AHL,6,2008,Analiza antičke keramike iz Bogatića,pdf/2008/z08-040_311ahl08_24.pdf
Radišić Teodora,1990,Novi Sad,treći,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,AHL,10,2008,Kult Serapisa u rimskim provincijama Gornjoj Meziji i Donjoj Panoniji na teritoriji današnje Srbije,pdf/2008/z08-040_311ahl08_25.pdf
Nešković Marija,1991,Zlatibor,drugi,Gimnazija,Užice,AHL,8,2008,Analiza pokretnih arheoloških nalaza iz crkveno kompleksa i nekropole manastira Gračanice kod Valjeva,pdf/2008/z08-040_311ahl08_26.pdf
Ivanović Ilija,1991,Golubac,drugi,Srednja škola,Veliko Gradište,AHL,7,2008,Nadgrobni spomenici sa nestale nekropole u okviru petničke crkve,pdf/2008/z08-040_311ahl08_27.pdf
Đurđević Đorđe,1991,Novi Sad,drugi,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,AHL,7,2008,Nadgrobni spomenici sa nestale nekropole u okviru petničke crkve,pdf/2008/z08-040_311ahl08_27.pdf
